SYMBOL	PROBEID	CHR	STRAND	CHRLOCSTART	CHRLOCEND	GENENAME
Sez6l2	ILMN_1240947	7	+	126950535	126970606	seizure related 6 homolog like 2
Cdipt	ILMN_1224421	7	+	126975914	126980501	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)
Ctdsp2	ILMN_1248006	10	+	126978717	126999975	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2
Avil	ILMN_2753149	10	+	127000709	127020994	advillin
Ap4e1	ILMN_2427317	2	+	127008711	127069814	adaptor-related protein complex AP-4, epsilon 1
Fgf6	ILMN_2539682	6	+	127015542	127024718	fibroblast growth factor 6
Sfpq	ILMN_2706061	4	+	127021301	127031236	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)
Gm382	ILMN_1259534	X	+	127039972	127063986	predicted gene 382
Mettl1	ILMN_1240222	10	+	127041932	127045461	methyltransferase like 1
Cyp27b1	ILMN_2751094	10	+	127048246	127053006	cytochrome P450, family 27, subfamily b, polypeptide 1
Cdk4	ILMN_2646203	10	+	127063603	127067282	cyclin-dependent kinase 4
Pard3	ILMN_1253126	8	+	127064056	127402059	par-3 (partitioning defective 3) homolog (C. elegans)
A730063M14Rik	ILMN_2505061	10	+	127070481	127071101	RIKEN cDNA A730063M14 gene
Blvra	ILMN_1257284	2	+	127070657	127097084	biliverdin reductase A
Fgf23	ILMN_2687816	6	+	127072902	127081408	fibroblast growth factor 23
Zmym6	ILMN_1213680	4	+	127077383	127124294	zinc finger, MYM-type 6
Agap2	ILMN_3048728	10	+	127078907	127093169	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2
AI467606	ILMN_1213645	7	+	127091436	127094049	expressed sequence AI467606
Gm12942	ILMN_1248357	4	+	127126046	127129644	predicted gene 12942
B4galnt1	ILMN_2728270	10	+	127165156	127168523	beta-1,4-N-acetyl-galactosaminyl transferase 1
Dlgap3	ILMN_1257751	4	+	127169271	127237022	discs, large (Drosophila) homolog-associated protein 3
Mgat5	ILMN_3096212	1	+	127204986	127482972	mannoside acetylglucosaminyltransferase 5
Snrnp200	ILMN_2741899	2	+	127208404	127240451	small nuclear ribonucleoprotein 200 (U5)
Mylpf	ILMN_2745496	7	+	127211608	127214287	myosin light chain, phosphorylatable, fast skeletal muscle
Zfp553	ILMN_2456495	7	+	127233443	127237860	zinc finger protein 553
Tmem132c	ILMN_1236384	5	+	127241826	127565790	transmembrane protein 132C
Smim12	ILMN_1247245	4	+	127243784	127247809	small integral membrane protein 12
Zfp771	ILMN_2848353	7	+	127244526	127254801	zinc finger protein 771
Tmem127	ILMN_2594567	2	+	127247975	127260764	transmembrane protein 127
Dctn2	ILMN_2679063	10	+	127266262	127281959	dynactin 2
Stard7	ILMN_2611159	2	+	127270229	127298934	START domain containing 7
Ddit3	ILMN_2652909	10	+	127290793	127296288	DNA-damage inducible transcript 3
Itgal	ILMN_2696629	7	+	127296260	127335137	integrin alpha L
Arhgap9	ILMN_2650739	10	+	127323727	127329943	Rho GTPase activating protein 9
Dusp2	ILMN_1242406	2	+	127336159	127338377	dual specificity phosphatase 2
Astl	ILMN_2623912	2	+	127338639	127357651	astacin-like metalloendopeptidase (M12 family)
Adra2b	ILMN_1215724	2	+	127363286	127367221	adrenergic receptor, alpha 2b
R3hdm2	ILMN_2690203	10	+	127390311	127499384	R3H domain containing 2
4921511C20Rik	ILMN_1257893	X	+	127394293	127395898	high density lipoprotein (HDL) binding protein pseudogene
Gpat2	ILMN_2703492	2	+	127425199	127436092	glycerol-3-phosphate acyltransferase 2, mitochondrial
Parp11	ILMN_1221241	6	+	127453723	127494239	poly (ADP-ribose) polymerase family, member 11
Prr14	ILMN_2637321	7	+	127471614	127476758	proline rich 14
Stac3	ILMN_2724841	10	+	127501717	127508815	SH3 and cysteine rich domain 3
4930422G04Rik	ILMN_1243091	3	+	127553489	127618023	RIKEN cDNA 4930422G04 gene
Phkg2	ILMN_2619922	7	+	127573348	127583307	phosphorylase kinase, gamma 2 (testis)
Efcab4b	ILMN_1240788	6	+	127577975	127629938	EF-hand calcium binding domain 4B
Mrps5	ILMN_1220382	2	+	127587426	127603986	mitochondrial ribosomal protein S5
Rnf40	ILMN_2622735	7	+	127588698	127603605	ring finger protein 40
Glt1d1	ILMN_1236780	5	+	127632262	127707520	glycosyltransferase 1 domain containing 1
Neurog2	ILMN_1213024	3	+	127633145	127635631	neurogenin 2
Stat6	ILMN_2593254	10	+	127642986	127660987	signal transducer and activator of transcription 6
Tmem194	ILMN_2717890	10	+	127677065	127695166	transmembrane protein 194
Myo1a	ILMN_2478429	10	+	127705256	127720940	myosin IA
Ctf1	ILMN_2678336	7	+	127712736	127718185	cardiotrophin 1
Tac2	ILMN_2771036	10	+	127724478	127731768	tachykinin 2
Acmsd	ILMN_2626393	1	+	127729413	127767564	amino carboxymuconate semialdehyde decarboxylase
Zbtb39	ILMN_1245131	10	+	127739538	127747339	zinc finger and BTB domain containing 39
Fbxl19	ILMN_1227024	7	+	127746775	127768928	F-box and leucine-rich repeat protein 19
Rdh1	ILMN_1230677	10	+	127759763	127768299	retinol dehydrogenase 1 (all trans)
Orai3	ILMN_1260367	7	+	127769815	127775150	ORAI calcium release-activated calcium modulator 3
Ccnt2	ILMN_2746718	1	+	127774164	127804837	cyclin T2
Rdh9	ILMN_1254902	10	+	127776405	127792697	retinol dehydrogenase 9
Setd1a	ILMN_1247099	7	+	127777389	127800119	SET domain containing 1A
Tifa	ILMN_1233896	3	+	127789913	127798389	TRAF-interacting protein with forkhead-associated domain
Hsd3b7	ILMN_1260456	7	+	127800609	127803802	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
Rdh16	ILMN_1219440	10	+	127801153	127815839	retinol dehydrogenase 16
Rdh18-ps	ILMN_1213579	10	+	127824216	127846565	retinol dehydrogenase 18, pseudogene
Stx4a	ILMN_2776834	7	+	127841808	127848965	syntaxin 4A (placental)
Rdh19	ILMN_1240738	10	+	127849928	127861176	retinol dehydrogenase 19
Acoxl	ILMN_1223777	2	+	127854628	128123892	acyl-Coenzyme A oxidase-like
Rab3gap1	ILMN_2639579	1	+	127868773	127943876	RAB3 GTPase activating protein subunit 1
Zfp646	ILMN_2706460	7	+	127877701	127885996	zinc finger protein 646
Tspan11	ILMN_1233890	6	+	127887622	127953031	tetraspanin 11
Sdr9c7	ILMN_1215541	10	+	127898535	127911759	4short chain dehydrogenase/reductase family 9C, member 7
Bckdk	ILMN_1249301	7	+	127904073	127909664	branched chain ketoacid dehydrogenase kinase
Kat8	ILMN_2892122	7	+	127912517	127925762	K(lysine) acetyltransferase 8
Fus	ILMN_2525855	7	+	127967479	127982031	fused in sarcoma
Trim72	ILMN_2900484	7	+	128004378	128011393	tripartite motif-containing 72
Prim1	ILMN_1241140	10	+	128015215	128030030	DNA primase, p49 subunit
Naca	ILMN_2651642	10	+	128035346	128048637	nascent polypeptide-associated complex alpha polypeptide
Ptges3	ILMN_2674720	10	+	128058982	128077254	prostaglandin E synthase 3 (cytosolic)
Itgam	ILMN_2696017	7	+	128062640	128118491	integrin alpha M
Atp5b	ILMN_2598972	10	+	128083307	128090388	ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit
Baz2a	ILMN_2615041	10	+	128092783	128129303	bromodomain adjacent to zinc finger domain, 2A
R3hdm1	ILMN_2675914	1	+	128103306	128237735	R3H domain containing 1
Bcl2l11	ILMN_1229255	2	+	128126038	128162547	BCL2-like 11 (apoptosis facilitator)
Itgax	ILMN_2727172	7	+	128129568	128150657	integrin alpha X
Itgad	ILMN_1222809	7	+	128173946	128205503	integrin, alpha D
Gls2	ILMN_2762640	10	+	128194635	128210004	glutaminase 2 (liver, mitochondrial)
Mip	ILMN_1254280	10	+	128225838	128231811	major intrinsic protein of eye lens fiber
Timeless	ILMN_1260427	10	+	128232063	128252941	timeless circadian clock 1
Armc5	ILMN_1224716	7	+	128237357	128245100	armadillo repeat containing 5
Ubxn4	ILMN_2422153	1	+	128244181	128279377	UBX domain protein 4
Tgfb1i1	ILMN_1227722	7	+	128246871	128253712	transforming growth factor beta 1 induced transcript 1
Apon	ILMN_1214548	10	+	128254131	128255901	apolipoprotein N
Slc5a2	ILMN_1242535	7	+	128265697	128272433	solute carrier family 5 (sodium/glucose cotransporter), member 2
Apof	ILMN_2644185	10	+	128267997	128270151	apolipoprotein F
Stat2	ILMN_2657822	10	+	128270576	128292849	signal transducer and activator of transcription 2
Pan2	ILMN_1245461	10	+	128303335	128321358	PAN2 polyA specific ribonuclease subunit homolog (S. cerevisiae)
Cnpy2	ILMN_1242881	10	+	128322459	128327187	canopy 2 homolog (zebrafish)
Cs	ILMN_1241236	10	+	128337832	128362479	citrate synthase
Nrp1	ILMN_1237197	8	+	128359073	128505475	neuropilin 1
Foxm1	ILMN_1239314	6	+	128362994	128375886	forkhead box M1
4933413G19Rik	ILMN_1233867	6	+	128375510	128385144	RIKEN cDNA 4933413G19 gene
Nrip2	ILMN_2816690	6	+	128399766	128408935	nuclear receptor interacting protein 2
Rnf41	ILMN_1250630	10	+	128411616	128441441	ring finger protein 41
Gm10069	ILMN_1240960	6	+	128438757	128475845	predicted gene 10069
Smarcc2	ILMN_2517522	10	+	128459236	128490174	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2
Bag3	ILMN_1226195	7	+	128523583	128546979	BCL2-associated athanogene 3
Fzd10	ILMN_2640796	5	+	128601106	128604093	frizzled homolog 10 (Drosophila)
Inpp5f	ILMN_2619389	7	+	128611365	128696436	inositol polyphosphate-5-phosphatase F
Phc2	ILMN_1226754	4	+	128654702	128752881	polyhomeotic-like 2 (Drosophila)
Clec2h	ILMN_1234807	6	+	128662385	128677374	C-type lectin domain family 2, member h
Itgb1	ILMN_2609304	8	+	128685654	128733579	integrin beta 1 (fibronectin receptor beta)
Mertk	ILMN_2714638	2	+	128698997	128802188	c-mer proto-oncogene tyrosine kinase
Pmel	ILMN_1230512	10	+	128706258	128720238	premelanosome protein
Piwil1	ILMN_2769052	5	+	128736246	128755474	piwi-like RNA-mediated gene silencing 1
Sec23ip	ILMN_2755804	7	+	128744870	128784835	Sec23 interacting protein
Wibg	ILMN_1252682	10	+	128747879	128766568	within bgcn homolog (Drosophila)
A3galt2	ILMN_1239466	4	+	128759258	128769298	alpha 1,3-galactosyltransferase 2 (isoglobotriaosylceramide synthase)
Mmp19	ILMN_2595908	10	+	128790910	128800824	matrix metallopeptidase 19
Dnajc14	ILMN_2753843	10	+	128805676	128819446	DnaJ (Hsp40) homolog, subfamily C, member 14
Tmem87b	ILMN_1235007	2	+	128818303	128854261	transmembrane protein 87B
Sarnp	ILMN_2596761	10	+	128821771	128877638	SAP domain containing ribonucleoprotein
Fbln7	ILMN_2637357	2	+	128863932	128897034	fibulin 7
Trim62	ILMN_2620942	4	+	128884140	128911326	tripartite motif-containing 62
Clec2i	ILMN_1252488	6	+	128887614	128896848	C-type lectin domain family 2, member i
Cd63	ILMN_2653617	10	+	128908919	128912818	CD63 antigen
Itga7	ILMN_1257880	10	+	128933813	128958284	integrin alpha 7
Clec2g	ILMN_2763762	6	+	128934381	128984707	C-type lectin domain family 2, member g
Zc3h6	ILMN_1230396	2	+	128967402	129018563	zinc finger CCCH type containing 6
Olfr9	ILMN_2769175	10	+	128989914	128990852	olfactory receptor 9
Ak2	ILMN_1235909	4	+	128993224	129008723	adenylate kinase 2
Olfr763	ILMN_2719151	10	+	129011287	129012216	olfactory receptor 763
Ran	ILMN_1235819	5	+	129020156	129024321	RAN, member RAS oncogene family
Klrb1f	ILMN_2499201	6	+	129045901	129057471	killer cell lectin-like receptor subfamily B member 1F
Rnf19b	ILMN_2700689	4	+	129058271	129084526	ring finger protein 19B
Ttl	ILMN_1229329	2	+	129065947	129096283	tubulin tyrosine ligase
1700008F21Rik	ILMN_2762538	8	+	129067134	129183732	RIKEN cDNA 1700008F21 gene
Gpr133	ILMN_1214189	5	+	129096750	129204599	G protein-coupled receptor 133
Polr1b	ILMN_2723483	2	+	129100996	129126595	polymerase (RNA) I polypeptide B
Tmem54	ILMN_2919393	4	+	129105530	129111626	transmembrane protein 54
Chchd5	ILMN_2801540	2	+	129129700	129134111	coiled-coil-helix-coiled-coil-helix domain containing 5
Fndc5	ILMN_1214878	4	+	129137060	129144593	fibronectin type III domain containing 5
Clec2d	ILMN_2603647	6	+	129180615	129186535	C-type lectin domain family 2, member d
Yars	ILMN_2439632	4	+	129189795	129219607	tyrosyl-tRNA synthetase
Slc20a1	ILMN_2563813	2	+	129198773	129205104	solute carrier family 20, member 1
Pitx2	ILMN_1220244	3	+	129199918	129219590	paired-like homeodomain transcription factor 2
Olfr774	ILMN_2989898	10	+	129238151	129239089	olfactory receptor 774
Olfr775	ILMN_2643751	10	+	129250536	129251474	olfactory receptor 775
Ppapdc1a	ILMN_2555760	7	+	129257094	129391307	phosphatidic acid phosphatase type 2 domain containing 1A
Olfr776	ILMN_2723259	10	+	129260963	129261901	olfactory receptor 776
Thsd7b	ILMN_2709428	1	+	129273304	130219278	thrombospondin, type I, domain containing 7B
Sync	ILMN_2689917	4	+	129287621	129308559	syncoilin
Olfr780	ILMN_1240002	10	+	129321625	129322563	olfactory receptor 780
Olfr781	ILMN_2746142	10	+	129332883	129333818	olfactory receptor 781
Zbtb8os	ILMN_2740159	4	+	129336026	129347029	zinc finger and BTB domain containing 8 opposite strand
Clec12a	ILMN_1230533	6	+	129350244	129365303	C-type lectin domain family 12, member a
Olfr782	ILMN_3161983	10	+	129350565	129351509	olfactory receptor 782
Gm14047	ILMN_1238850	2	+	129369902	129375733	predicted gene 14047
Olfr784	ILMN_2623022	10	+	129387635	129388594	olfactory receptor 784
Clec1b	ILMN_2605372	6	+	129397297	129405413	C-type lectin domain family 1, member b
Clec9a	ILMN_1237681	6	+	129408862	129424764	C-type lectin domain family 9, member a
Olfr786	ILMN_1217738	10	+	129436814	129437752	olfactory receptor 786
Bsdc1	ILMN_1234100	4	+	129461679	129488432	BSD domain containing 1
Olfr787	ILMN_2723259	10	+	129462678	129463616	olfactory receptor 787
Olfr788	ILMN_2762172	10	+	129472694	129473629	olfactory receptor 788
Fam229a	ILMN_2603608	4	+	129491190	129491956	family with sequence similarity 229, member A
Olfr790	ILMN_2683036	10	+	129500886	129501854	olfactory receptor 790
Sfswap	ILMN_2671855	5	+	129501231	129571384	splicing factor, suppressor of white-apricot homolog (Drosophila)
Tmem52b	ILMN_3118298	6	+	129512557	129519227	transmembrane protein 52B
Marcksl1	ILMN_1215632	4	+	129513581	129515981	MARCKS-like 1
Olfr791	ILMN_2878106	10	+	129526229	129527167	olfactory receptor 791
Elovl6	ILMN_1228218	3	+	129532386	129638493	ELOVL family member 6, elongation of long chain fatty acids (yeast)
Gabarapl1	ILMN_1236958	6	+	129533192	129542331	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1
Olfr792	ILMN_3160778	10	+	129540539	129541474	olfactory receptor 792
Olfr794	ILMN_1255407	10	+	129570657	129571619	olfactory receptor 794
Klre1	ILMN_1239346	6	+	129578286	129585827	killer cell lectin-like receptor family E member 1
Mmp17	ILMN_2773800	5	+	129584214	129608211	matrix metallopeptidase 17
Klrd1	ILMN_1255860	6	+	129591811	129598775	killer cell lectin-like receptor, subfamily D, member 1
Wdr11	ILMN_2476131	7	+	129591863	129635738	WD repeat domain 11
Sirpa	ILMN_2722996	2	+	129592839	129632228	signal-regulatory protein alpha
Tmem234	ILMN_1249344	4	+	129600707	129607879	transmembrane protein 234
Olfr799	ILMN_1257470	10	+	129647130	129648065	olfactory receptor 799
Olfr800	ILMN_2613796	10	+	129659808	129660743	olfactory receptor 800
Olfr804	ILMN_3161495	10	+	129704880	129705824	olfactory receptor 804
Mrps17	ILMN_2758690	5	+	129715528	129718691	mitochondrial ribosomal protein S17
Gbas	ILMN_2703585	5	+	129725075	129758325	glioblastoma amplified sequence
Olfr808	ILMN_2602032	10	+	129767498	129768436	olfactory receptor 808
Olfr809	ILMN_2542926	10	+	129775871	129776857	olfactory receptor 809
Cct6a	ILMN_2774941	5	+	129787385	129794500	chaperonin containing Tcp1, subunit 6a (zeta)
Stk35	ILMN_2723355	2	+	129800517	129832285	serine/threonine kinase 35
Ptp4a2	ILMN_1243291	4	+	129820479	129850003	protein tyrosine phosphatase 4a2
Cfi	ILMN_2631704	3	+	129836739	129875328	complement component factor i
Sumf2	ILMN_1239103	5	+	129846990	129863951	sulfatase modifying factor 2
Olfr813	ILMN_2753726	10	+	129856520	129857452	olfactory receptor 813
Pla2g12a	ILMN_2518483	3	+	129878622	129895821	phospholipase A2, group XIIA
2410018M08Rik	ILMN_2888539	5	+	129895723	129903622	RIKEN cDNA 2410018M08 gene
Casp6	ILMN_2923864	3	+	129901425	129914102	caspase 6
Nupr1l	ILMN_1214985	5	+	129908540	129911281	nuclear protein transcriptional regulator 1 like
Vkorc1l1	ILMN_3064401	5	+	129942113	129982890	vitamin K epoxide reductase complex, subunit 1-like 1
Bai2	ILMN_1253242	4	+	129985078	130022633	brain-specific angiogenesis inhibitor 2
Tgm3	ILMN_2777363	2	+	130012374	130050399	transglutaminase 3, E polypeptide
Olfr820	ILMN_2823628	10	+	130017363	130018301	olfactory receptor 820
Crcp	ILMN_2655595	5	+	130029306	130060783	calcitonin gene-related peptide-receptor component protein
Olfr821	ILMN_2870513	10	+	130033628	130034560	olfactory receptor 821
Col16a1	ILMN_1248099	4	+	130047840	130099277	collagen, type XVI, alpha 1
Tpst1	ILMN_1230765	5	+	130073326	130135729	protein-tyrosine sulfotransferase 1
Olfr822	ILMN_1246505	10	+	130074412	130075350	olfactory receptor 822
AU015228	ILMN_1239109	2	+	130100394	130103375	expressed sequence AU015228
Pef1	ILMN_2643723	4	+	130107556	130128134	penta-EF hand domain containing 1
Tgm6	ILMN_1245910	2	+	130123285	130154225	transglutaminase 6
Kctd7	ILMN_2693509	5	+	130144888	130155808	potassium channel tetramerisation domain containing 7
Rabgef1	ILMN_1226143	5	+	130171819	130214337	RAB guanine nucleotide exchange factor (GEF) 1
Col25a1	ILMN_1220734	3	+	130180845	130599883	collagen, type XXV, alpha 1
Tmc2	ILMN_2440296	2	+	130195194	130264445	transmembrane channel-like gene family 2
Tmem248	ILMN_1243193	5	+	130219744	130243765	transmembrane protein 248
Tyw1	ILMN_1236741	5	+	130255619	130285386	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)
Nop56	ILMN_1234231	2	+	130274412	130279313	NOP56 ribonucleoprotein
Ebf4	ILMN_2759722	2	+	130295939	130370481	early B cell factor 4
Fabp3	ILMN_2887630	4	+	130308778	130315463	fatty acid binding protein 3, muscle and heart
Tespa1	ILMN_2690214	10	+	130322852	130362642	thymocyte expressed, positive selection associated 1
Snrnp40	ILMN_2652961	4	+	130360132	130390030	small nuclear ribonucleoprotein 40 (U5)
Caln1	ILMN_1231273	5	+	130369458	130840645	calneuron 1
1700020A23Rik	ILMN_1258084	2	+	130405259	130406074	RIKEN cDNA 1700020A23 gene
Tmem239	ILMN_2732276	2	+	130406522	130407794	transmembrane 239
Vps16	ILMN_1230082	2	+	130424320	130444269	vacuolar protein sorting 16 (yeast)
Ptpra	ILMN_2607022	2	+	130450278	130554300	protein tyrosine phosphatase, receptor type, A
Mrps26	ILMN_3005827	2	+	130563757	130565394	mitochondrial ribosomal protein S26
Oxt	ILMN_2669486	2	+	130576173	130576988	oxytocin
Tacc2	ILMN_1225058	7	+	130577484	130764782	transforming, acidic coiled-coil containing protein 2
Etnppl	ILMN_1229990	3	+	130617448	130635750	ethanolamine phosphate phospholyase
Pum1	ILMN_1223937	4	+	130663359	130781565	pumilio 1 (Drosophila)
Itpa	ILMN_1259292	2	+	130667841	130681614	inosine triphosphatase (nucleoside triphosphate pyrophosphatase)
Yod1	ILMN_2595026	1	+	130717327	130722057	YOD1 OTU deubiquitinating enzyme 1 homologue (S. cerevisiae)
AA986860	ILMN_2595232	1	+	130731976	130744622	expressed sequence AA986860
Btbd16	ILMN_2825826	7	+	130774069	130825899	BTB (POZ) domain containing 16
Sdc3	ILMN_2715042	4	+	130792537	130826318	syndecan 3
Fcamr	ILMN_1254222	1	+	130800902	130814740	Fc receptor, IgA, IgM, high affinity
Pigr	ILMN_1225605	1	+	130826684	130852249	polymeric immunoglobulin receptor
Faim3	ILMN_1221820	1	+	130865777	130880790	Fas apoptotic inhibitory molecule 3
Plekha1	ILMN_1243564	7	+	130865910	130913302	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1
Atrn	ILMN_1254383	2	+	130906496	131030326	attractin
Laptm5	ILMN_1217849	4	+	130913334	130936148	lysosomal-associated protein transmembrane 5
Htra1	ILMN_2746738	7	+	130936203	130985658	HtrA serine peptidase 1
Matn1	ILMN_1219993	4	+	130944385	130955476	matrilin 1, cartilage matrix protein
Il10	ILMN_1238505	1	+	131019845	131024970	interleukin 10
Dmbt1	ILMN_2629239	7	+	131032076	131121628	deleted in malignant brain tumors 1
Lef1	ILMN_1239469	3	+	131110297	131224357	lymphoid enhancer binding factor 1
Hspa12b	ILMN_2641228	2	+	131127412	131145983	heat shock protein 12B
Eif2d	ILMN_1259832	1	+	131153207	131172234	eukaryotic translation initiation factor 2D
5430419D17Rik	ILMN_2686522	7	+	131174402	131250945	RIKEN cDNA 5430419D17 gene
Cdc25b	ILMN_2770798	2	+	131186948	131198511	cell division cycle 25B
Ap5s1	ILMN_2646771	2	+	131210440	131213514	adaptor-related protein 5 complex, sigma 1 subunit
Mavs	ILMN_2596961	2	+	131234063	131248024	mitochondrial antiviral signaling protein
Pank2	ILMN_2662825	2	+	131262500	131299188	pantothenate kinase 2
Fam24a	ILMN_1248923	7	+	131334622	131336716	family with sequence similarity 24, member A
Pstk	ILMN_2591908	7	+	131371146	131387838	phosphoseryl-tRNA kinase
Acadsb	ILMN_2614728	7	+	131410601	131446211	acyl-Coenzyme A dehydrogenase, short/branched chain
Smox	ILMN_1247267	2	+	131491862	131525183	spermine oxidase
Fam72a	ILMN_2876971	1	+	131527989	131539872	family with sequence similarity 72, member A
Hmx3	ILMN_2647637	7	+	131542963	131544931	H6 homeobox 3
Hmx2	ILMN_3161049	7	+	131554062	131556582	H6 homeobox 2
Bub3	ILMN_2655944	7	+	131560391	131571898	budding uninhibited by benzimidazoles 3 homolog (S. cerevisiae)
Papss1	ILMN_2594477	3	+	131564768	131643671	3'-phosphoadenosine 5'-phosphosulfate synthase 1
Avpr1b	ILMN_2667432	1	+	131599114	131612000	arginine vasopressin receptor 1B
Ctse	ILMN_1228235	1	+	131638314	131675507	cathepsin E
5430435G22Rik	ILMN_2563774	1	+	131688695	131713464	RIKEN cDNA 5430435G22 gene
Slc26a9	ILMN_1254047	1	+	131744022	131770405	solute carrier family 26, member 9
Pm20d1	ILMN_1260303	1	+	131797395	131818115	peptidase M20 domain containing 1
Slc41a1	ILMN_2617833	1	+	131828012	131848864	solute carrier family 41, member 1
Mecr	ILMN_2739517	4	+	131843471	131867787	mitochondrial trans-2-enoyl-CoA reductase
Rab7l1	ILMN_2681186	1	+	131867277	131872889	RAB7, member RAS oncogene family-like 1
Srsf4	ILMN_2944150	4	+	131873639	131901725	serine/arginine-rich splicing factor 4
4930563F08Rik	ILMN_1244372	5	+	131880269	131883768	RIKEN cDNA 4930563F08 gene
Prnp	ILMN_2619316	2	+	131909928	131938431	prion protein
Nucks1	ILMN_2751761	1	+	131910458	131936321	nuclear casein kinase and cyclin-dependent kinase substrate 1
Prnd	ILMN_2648732	2	+	131950861	131956130	prion protein dublet
Slc45a3	ILMN_1218226	1	+	131962915	131982972	solute carrier family 45, member 3
Gpr26	ILMN_1217361	7	+	131966460	131985633	G protein-coupled receptor 26
Elk4	ILMN_1231726	1	+	132007605	132025684	ELK4, member of ETS oncogene family
Dkk2	ILMN_2770400	3	+	132085292	132180304	dickkopf homolog 2 (Xenopus laevis)
Lemd1	ILMN_1242627	1	+	132191436	132257382	LEM domain containing 1
Cds2	ILMN_2626359	2	+	132263257	132312041	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2
Taf12	ILMN_1238852	4	+	132274375	132293330	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor
Klhdc8a	ILMN_2649530	1	+	132298626	132307357	kelch domain containing 8A
Snhg12	ILMN_2490820	4	+	132308678	132311024	small nucleolar RNA host gene 12
Nuak2	ILMN_2680038	1	+	132316125	132333488	NUAK family, SNF1-like kinase, 2
Dstyk	ILMN_1260093	1	+	132417453	132466959	dual serine/threonine and tyrosine protein kinase
Rbbp5	ILMN_2726109	1	+	132477367	132505665	retinoblastoma binding protein 5
Tmem81	ILMN_1252531	1	+	132506230	132508639	transmembrane protein 81
Dnajc8	ILMN_1250590	4	+	132535559	132553742	DnaJ (Hsp40) homolog, subfamily C, member 8
Ptafr	ILMN_1240345	4	+	132564067	132580866	platelet-activating factor receptor
Prh1	ILMN_2649373	6	+	132569842	132572401	proline rich protein HaeIII subfamily 1
Prp2	ILMN_1218867	6	+	132595946	132600702	proline rich protein 2
Lhpp	ILMN_1230604	7	+	132610643	132706419	phospholysine phosphohistidine inorganic pyrophosphate phosphatase
Eya3	ILMN_1243290	4	+	132639046	132724763	eyes absent 3 homolog (Drosophila)
Tas2r120	ILMN_2783020	6	+	132656957	132657844	taste receptor, type 2, member 120
Tbck	ILMN_1231746	3	+	132684144	132796834	TBC1 domain containing kinase
1110034G24Rik	ILMN_1228053	2	+	132690283	132751055	RIKEN cDNA 1110034G24 gene
Tas2r124	ILMN_2719246	6	+	132754730	132755659	taste receptor, type 2, member 124
Tas2r102	ILMN_2592404	6	+	132762131	132763174	taste receptor, type 2, member 102
Rpa2	ILMN_2597840	4	+	132768360	132778746	replication protein A2
Chgb	ILMN_2679377	2	+	132781278	132795072	chromogranin B
Tas2r117	ILMN_2630257	6	+	132802901	132803893	taste receptor, type 2, member 117
Mcm8	ILMN_2638598	2	+	132816335	132844188	minichromosome maintenance deficient 8 (S. cerevisiae)
Crls1	ILMN_1219797	2	+	132846666	132866768	cardiolipin synthase 1
Tas2r123	ILMN_1214541	6	+	132847142	132848143	taste receptor, type 2, member 123
Tas2r116	ILMN_2436799	6	+	132855438	132856355	taste receptor, type 2, member 116
Fam175b	ILMN_2864393	7	+	132859225	132885114	family with sequence similarity 175, member B
Tas2r110	ILMN_1231231	6	+	132868008	132869009	taste receptor, type 2, member 110
Lrrn2	ILMN_1224922	1	+	132880355	132940005	leucine rich repeat protein 2, neuronal
Tas2r113	ILMN_2722806	6	+	132893011	132893940	taste receptor, type 2, member 113
Tas2r125	ILMN_1213409	6	+	132909651	132910586	taste receptor, type 2, member 125
Zranb1	ILMN_1249755	7	+	132949622	132983951	zinc finger, RAN-binding domain containing 1
Tas2r129	ILMN_1213441	6	+	132951102	132952064	taste receptor, type 2, member 129
Fgr	ILMN_1244821	4	+	132974095	133001882	Gardner-Rasheed feline sarcoma viral (Fgr) oncogene homolog
Ahdc1	ILMN_2689187	4	+	133011506	133078110	AT hook, DNA binding motif, containing 1
Pik3c2b	ILMN_2526530	1	+	133046012	133108688	phosphoinositide-3-kinase, class 2, beta polypeptide
Ints12	ILMN_2522765	3	+	133091953	133110985	integrator complex subunit 12
2700089E24Rik	ILMN_1227460	6	+	133105239	133107750	RIKEN cDNA 2700089E24 gene
Wasf2	ILMN_2495363	4	+	133130633	133198330	WAS protein family, member 2
Ppp1r15b	ILMN_1239754	1	+	133131166	133139800	protein phosphatase 1, regulatory (inhibitor) subunit 15b
Cd164l2	ILMN_2617449	4	+	133220809	133224554	CD164 sialomucin-like 2
Map3k6	ILMN_2770894	4	+	133240818	133252928	mitogen-activated protein kinase kinase kinase 6
